date, min, max, pm25, q1, q3, stdev, count
2023/12/13, 0.4, 30.23, 1.35, 0.9, 2.2, 1.937, 475
2023/12/14, 0, 6.82, 1.85, 1.12, 2.78, 1.234, 475
2023/12/15, 0.2, 3.25, 0.95, 0.6, 1.5, 0.61, 474
2023/12/16, 0.1, 6.43, 0.56, 0.39, 0.75, 0.531, 476
2023/12/17, 0, 4.2, 0.6, 0.3, 1.08, 0.577, 475
2023/12/18, 0, 3.55, 0.39, 0.1, 0.6, 0.384, 474
2023/12/19, 0.3, 5.75, 1.23, 0.9, 1.8, 0.774, 475
2023/12/20, 0, 4.28, 0.6, 0.32, 1.14, 0.648, 474
2023/12/21, 0, 4.59, 1.52, 0.96, 2.04, 0.873, 476
2023/12/22, 0.1, 2.92, 0.62, 0.43, 0.88, 0.365, 472
2023/12/23, 0, 5.28, 0.2, 0.1, 0.87, 0.92, 473
2023/12/24, 0, 6.03, 1.52, 0.56, 2.4, 1.114, 468
2023/12/25, 0, 4.75, 1.33, 0.5, 2.04, 0.985, 475
2023/12/26, 0, 20.3, 0.5, 0.2, 1.77, 2.876, 394
2023/12/27, 0, 4.8, 0.3, 0.1, 0.75, 0.523, 473
2023/12/28, 0.08, 4.43, 0.8, 0.55, 1.13, 0.53, 472
2023/12/29, 0, 3.05, 0.7, 0.3, 1.1, 0.536, 468
2023/12/30, 0.2, 27.65, 0.8, 0.55, 1.14, 1.532, 476
2023/12/31, 0.5, 13.6, 1.52, 1.1, 4.45, 2.85, 471
2024/01/01, 0, 15.25, 1.2, 0.6, 2.42, 2.103, 470
2024/01/02, 0, 15.93, 1.25, 0.22, 3.5, 2.216, 407
2024/01/03, 0.3, 15.5, 1.58, 1.1, 2.5, 1.912, 472
2024/01/04, 0.2, 17.39, 1.4, 0.98, 1.9, 1.359, 472
2024/01/05, 0.22, 10.35, 1.02, 0.67, 2.06, 2.237, 473
2024/01/06, 0.17, 7.45, 0.84, 0.52, 1.3, 0.678, 476
2024/01/07, 0.3, 11.5, 2.5, 1.75, 4.65, 2.114, 475
2024/01/08, 0.4, 10.19, 4.25, 1.3, 5.5, 2.411, 474
2024/01/09, 0.4, 4.4, 1, 0.8, 1.48, 0.641, 476
2024/01/10, 0.35, 8.44, 1.1, 0.82, 1.89, 0.985, 469
2024/01/11, 0.1, 6.43, 0.5, 0.3, 1.02, 0.666, 475
2024/01/12, 0, 12.02, 0.8, 0.3, 2.04, 2.825, 475
2024/01/13, 0.1, 6.15, 0.7, 0.4, 1, 0.723, 474
2024/01/14, 0.1, 3.13, 0.6, 0.43, 0.88, 0.432, 470
2024/01/15, 0.08, 5.97, 0.55, 0.4, 0.77, 0.442, 471
2024/01/16, 0, 4.3, 0.5, 0.32, 0.93, 0.876, 472
2024/01/17, 0, 7.28, 0.55, 0.25, 1, 0.679, 474
2024/01/18, 0.1, 20.25, 0.45, 0.3, 0.65, 1.056, 474
2024/01/19, 0.03, 3.17, 0.68, 0.4, 0.93, 0.452, 472
2024/01/20, 0, 6.22, 0.52, 0.2, 1.14, 0.799, 474
2024/01/21, 0, 11.38, 0.75, 0.42, 1.23, 1.182, 472
2024/01/22, 0.2, 7.57, 1.8, 1.27, 2.47, 1.014, 473
2024/01/23, 0, 7.35, 2.79, 0.85, 3.7, 1.678, 474
2024/01/24, 1.02, 9.3, 3.13, 2.25, 4.32, 1.341, 468
2024/01/25, 0, 8.02, 1.1, 0.3, 2.35, 1.23, 475
2024/01/26, 0, 4.09, 1.17, 0.5, 1.63, 0.76, 476
2024/01/27, 0.13, 9.73, 1.29, 0.74, 2.1, 0.999, 476
2024/01/28, 0.1, 9.07, 1.8, 0.8, 3.3, 1.926, 475
2024/01/29, 0.45, 11.45, 1.5, 1.14, 1.88, 1.102, 476
2024/01/30, 0.4, 7.38, 0.93, 0.7, 1.27, 0.554, 477
2024/01/31, 0.1, 8.48, 1.05, 0.56, 2.02, 1.129, 478
2024/02/01, 0.2, 6.45, 1.45, 1.12, 1.8, 0.645, 454
2024/02/02, 0, 2.78, 0.4, 0.2, 0.8, 0.437, 450
2024/02/03, 0.2, 8.94, 2.17, 1.67, 2.75, 0.964, 471
2024/02/04, 0, 5.85, 0.8, 0.25, 1.48, 0.95, 461
2024/02/05, 0.1, 7.47, 0.82, 0.3, 4, 1.979, 475
2024/02/06, 0, 3.63, 0.8, 0.2, 1.23, 0.641, 475
2024/02/07, 0.17, 7.72, 0.73, 0.5, 1.1, 0.696, 463
2024/02/08, 0.17, 3.83, 0.68, 0.45, 0.95, 0.608, 461
2024/02/09, 0.1, 3.35, 0.8, 0.5, 1.23, 0.522, 465
2024/02/10, 0.5, 22.05, 1.42, 1.1, 5.36, 4.369, 469
2024/02/11, 0.4, 25.67, 4.8, 2.33, 11.32, 5.115, 475
2024/02/12, 0, 2.78, 0.7, 0.4, 0.95, 0.478, 472
2024/02/13, 0.15, 6.3, 1.38, 1.04, 1.83, 0.793, 472
2024/02/14, 0.68, 13.18, 4.01, 1.52, 6.57, 2.826, 476
2024/02/15, 0, 21.17, 1.2, 0.45, 2.42, 1.969, 467
2024/02/16, 0.1, 56.63, 1.2, 0.6, 2.25, 3.249, 476
2024/02/17, 0, 9.88, 0.6, 0.4, 1.4, 1.185, 472
2024/02/18, 0.3, 776.28, 2.35, 1.8, 3.25, 35.5, 475
2024/02/19, 0.1, 7.53, 3.33, 2.58, 4.13, 1.343, 476
2024/02/20, 0.05, 5.8, 2.21, 0.8, 2.9, 1.23, 476
2024/02/21, 0, 5.93, 1.4, 0.3, 2.24, 1.124, 473
2024/02/22, 0, 2.17, 0.45, 0.3, 0.63, 0.285, 475
2024/02/23, 0.03, 9.77, 0.4, 0.28, 0.63, 0.731, 476
2024/02/24, 0.2, 28.65, 1.2, 0.7, 1.75, 1.488, 475
2024/02/25, 1.1, 12.77, 4.44, 3.03, 6.78, 2.479, 474
2024/02/26, 0.1, 19.6, 0.5, 0.3, 1.05, 2.182, 473
2024/02/27, 0, 6.05, 1.66, 0.43, 2.85, 1.355, 474
2024/02/28, 0, 6.47, 1.12, 0.3, 3.91, 1.914, 476
2024/02/29, 0.2, 7.07, 1.1, 0.8, 1.54, 0.808, 476
2024/03/01, 0.22, 10.95, 1.45, 0.93, 2.2, 0.989, 431
2024/03/02, 0.35, 7.82, 2.4, 1.2, 3.5, 1.487, 473
2024/03/03, 0.2, 16.3, 1.52, 0.6, 4.17, 2.603, 472
2024/03/04, 0.55, 12.18, 2.5, 1.5, 6.38, 3.228, 474
2024/03/05, 0.4, 15.88, 1.67, 1.27, 2.22, 1.355, 474
2024/03/06, 1.25, 20.2, 10.51, 7.03, 12.73, 3.625, 474
2024/03/07, 4.13, 25.55, 13.46, 10.88, 17.02, 4.685, 458
2024/03/08, 3.1, 18.02, 9.64, 4.8, 13.38, 4.306, 474
2024/03/09, 5.75, 29.25, 18.23, 9.18, 23.05, 6.802, 471
2024/03/10, 6.5, 32.85, 17.55, 14.05, 21.47, 6.018, 473
2024/03/11, 6.38, 18.02, 9.88, 8.66, 14.33, 3.022, 460
2024/03/12, 0, 17.95, 9.15, 3.58, 11.23, 4.86, 471
2024/03/13, 0, 2.78, 0.5, 0.2, 0.88, 0.441, 472
2024/03/14, 0.4, 18.07, 1.6, 0.93, 3.46, 2.481, 473
2024/03/15, 0, 21.08, 0.9, 0.28, 6.71, 4.849, 473
2024/03/16, 0.1, 11.3, 0.65, 0.4, 1.4, 1.697, 474
2024/03/17, 0, 8.07, 0.4, 0.2, 0.7, 0.944, 468
2024/03/18, 0, 3.85, 0.9, 0.6, 1.33, 0.574, 474
2024/03/19, 0, 9.75, 1.23, 0.3, 4.8, 2.501, 476
2024/03/20, 1.5, 16.8, 3.85, 2.7, 5.47, 2.016, 470
2024/03/21, 0.2, 11.52, 4.68, 2.06, 6.25, 2.325, 476
2024/03/22, 0.3, 7.57, 1.75, 1.27, 2.52, 1.221, 407
2024/03/23, 0.38, 4.43, 1.55, 1.12, 2.12, 0.724, 441
2024/03/24, 0.3, 8.13, 1.2, 0.67, 1.8, 0.947, 465
2024/03/25, 0.2, 8.05, 1.7, 1.09, 2.33, 1.163, 477
2024/03/26, 0.1, 1.67, 0.52, 0.32, 0.7, 0.285, 475
2024/03/27, 0.1, 20.83, 1.08, 0.68, 2.83, 1.906, 476
2024/03/28, 0.1, 14.7, 1.7, 0.55, 6.25, 3.85, 474
2024/03/29, 0, 7.68, 0.6, 0.4, 1.49, 1.378, 297
2024/03/30, 0.1, 10.73, 0.67, 0.4, 1.5, 1.216, 472
2024/03/31, 0.45, 4.68, 1.66, 1.01, 2.5, 0.903, 472
2024/04/01, 1.05, 30.83, 3.71, 2.35, 6.95, 6.469, 418
2024/04/02, 2.47, 33.1, 10.44, 5.97, 14.75, 6.015, 472
2024/04/03, 0.2, 34.72, 1.63, 0.9, 12.42, 8.366, 473
2024/04/04, 0.2, 4.2, 0.95, 0.55, 1.73, 0.841, 473
2024/04/05, 0, 14.93, 1.1, 0.4, 4.13, 3.356, 475
2024/04/06, 0.1, 7.03, 1.63, 0.7, 4.12, 1.894, 477
2024/04/07, 0.4, 5.03, 1.4, 1.08, 2, 0.853, 475
2024/04/08, 0.3, 7.35, 1.4, 1.05, 2.04, 1.102, 472
2024/04/09, 0, 10.55, 0.7, 0.2, 2.78, 2.454, 473
2024/04/10, 0, 2.63, 0.5, 0.2, 0.99, 0.544, 468
2024/04/11, 0, 13.63, 2.33, 0.6, 3.89, 2.045, 465
2024/04/12, 0, 8.43, 0.4, 0.2, 0.65, 0.627, 467
2024/04/13, 0.22, 4.9, 1.12, 0.8, 1.6, 0.626, 474
2024/04/14, 0.03, 4, 0.88, 0.43, 1.48, 0.711, 473
2024/04/15, 0, 2.38, 0.28, 0.1, 0.5, 0.322, 475
2024/04/16, 0.03, 2.25, 0.38, 0.28, 0.55, 0.323, 474
2024/04/17, 0.17, 4, 0.65, 0.45, 0.95, 0.522, 471
2024/04/18, 0, 2.15, 0.52, 0.3, 0.8, 0.353, 475
2024/04/19, 0.2, 2.67, 0.9, 0.68, 1.23, 0.45, 473
2024/04/20, 0.5, 5.57, 1.14, 0.9, 1.5, 0.543, 469
2024/04/21, 0.98, 6.4, 2.45, 1.73, 3.55, 1.305, 474
2024/04/22, 0.1, 7.88, 2, 0.7, 3.33, 1.935, 471
2024/04/23, 0.9, 5.6, 1.98, 1.7, 2.29, 0.519, 467
2024/04/24, 0.63, 3.78, 1.42, 1.14, 1.73, 0.469, 473
2024/04/25, 0.1, 4.05, 0.5, 0.3, 0.9, 0.725, 471
2024/04/26, 0.15, 2.25, 0.59, 0.4, 1, 0.421, 470
2024/04/27, 0.4, 8.57, 1.1, 0.82, 1.47, 0.777, 473
2024/04/28, 0.2, 5.68, 1.58, 0.69, 3, 1.257, 476
2024/04/29, 0.1, 4.34, 0.7, 0.4, 1.05, 0.738, 474
2024/04/30, 0.3, 7.35, 1.05, 0.7, 2.47, 1.358, 474
2024/05/01, 3.03, 29.95, 17.7, 9.19, 20.05, 7.004, 455
2024/05/02, 3.28, 11.75, 6.25, 5.25, 7.34, 1.645, 477
2024/05/03, 3.2, 24.95, 5.68, 4.5, 6.84, 2.188, 472
2024/05/04, 2.1, 14.35, 5.88, 4.88, 9.22, 2.642, 300
2024/05/05, 0.9, 6.8, 2.1, 1.6, 3.58, 1.525, 390
2024/05/06, 0.9, 18.14, 6.4, 4.13, 10.25, 4.153, 475
2024/05/07, 1.02, 15.9, 3.17, 1.92, 8.91, 4.452, 476
2024/05/08, 0.6, 7.85, 3.19, 1.65, 4.62, 1.708, 476
2024/05/09, 0.77, 11.13, 2.38, 1.66, 6.82, 2.973, 476
2024/05/10, 0.63, 5.65, 2.4, 1.42, 3.08, 1.214, 474
2024/05/11, 0.9, 15.15, 3.34, 2.19, 4.46, 1.43, 476
2024/05/12, 2, 18.52, 9.61, 5.15, 12.48, 4.283, 474
2024/05/13, 7.45, 30.05, 15.87, 12.48, 18.32, 4.553, 474
2024/05/14, 4.68, 46.6, 19.57, 8.68, 39.24, 14.843, 476
2024/05/15, 2.6, 47.08, 18.42, 8.05, 38.33, 14.255, 475
2024/05/16, 3.85, 18.5, 7.19, 6.05, 9, 3.345, 466
2024/05/17, 5.22, 19.57, 8.13, 6.97, 9.57, 2.709, 475
2024/05/18, 4.57, 62.83, 15.48, 11.26, 18.25, 4.939, 476
2024/05/19, 2.15, 13.77, 6.15, 4.28, 8.13, 2.541, 476
2024/05/20, 0.2, 9.65, 1.08, 0.6, 6.3, 3.075, 474
2024/05/21, 0.3, 15.13, 3.83, 1.2, 6.18, 3.666, 476
2024/05/22, 0.1, 17.57, 9.39, 3.45, 12.81, 5.165, 476
2024/05/23, 0.1, 6.68, 0.43, 0.3, 1.42, 1.184, 475
2024/05/24, 0.52, 8.05, 3.88, 1.63, 4.65, 1.728, 474
2024/05/25, 0.7, 9.55, 3.92, 3.2, 4.55, 1.185, 474
2024/05/26, 0.75, 18.89, 4.4, 2.8, 12.38, 5.422, 475
2024/05/27, 0.28, 12.38, 1, 0.6, 1.6, 1.024, 475
2024/05/28, 0.2, 2.95, 0.9, 0.5, 1.5, 0.613, 474
2024/05/29, 0.1, 3.65, 0.64, 0.45, 1.3, 0.723, 476
2024/05/30, 0.4, 3.38, 1.07, 0.7, 1.6, 0.533, 476
2024/05/31, 0.55, 42.75, 16.54, 10.89, 19.8, 10.42, 476
2024/06/01, 1.38, 11.3, 4.53, 2.4, 5.95, 2.311, 459
2024/06/02, 0.2, 9.8, 1.1, 0.7, 2.78, 1.326, 475
2024/06/03, 0, 1.8, 0.4, 0.2, 0.63, 0.287, 476
2024/06/04, 0, 4.57, 1.1, 0.5, 1.63, 0.91, 472
2024/06/05, 0.7, 5.72, 2.35, 1.73, 3.19, 1.065, 476
2024/06/06, 0.4, 5.47, 1.63, 1.1, 2.95, 1.035, 473
2024/06/07, 0.4, 17.77, 2.92, 2.19, 7.8, 4.038, 476
2024/06/08, 0.2, 16.23, 1.14, 0.52, 3.35, 3.991, 475
2024/06/09, 0.2, 13.27, 0.63, 0.47, 1.14, 2.905, 476
2024/06/10, 0.1, 2.47, 1, 0.5, 1.27, 0.477, 471
2024/06/11, 0.1, 2.85, 0.56, 0.3, 1.14, 0.531, 474
2024/06/12, 0.5, 4.9, 1.65, 1.48, 1.9, 0.448, 474
2024/06/13, 0.35, 8.07, 2.02, 1.7, 2.37, 0.666, 472
2024/06/14, 0, 35.6, 0.45, 0.3, 0.68, 1.926, 475
2024/06/15, 0.2, 2.8, 1.08, 0.7, 1.35, 0.457, 419
2024/06/16, 0.1, 2.7, 0.5, 0.38, 0.7, 0.488, 476
2024/06/17, 0.2, 2.27, 0.6, 0.5, 0.88, 0.319, 474
2024/06/18, 0.08, 35.28, 0.7, 0.22, 1.05, 1.8, 475
2024/06/19, 0.4, 3.1, 0.93, 0.77, 1.23, 0.452, 474
2024/06/20, 0.56, 6.13, 2.08, 1.5, 3.41, 1.279, 472
2024/06/21, 1.05, 6.65, 3.53, 2.9, 4.05, 1.049, 474
2024/06/22, 0.1, 2.33, 0.62, 0.45, 0.9, 0.355, 470
2024/06/23, 0.1, 3.03, 0.5, 0.3, 0.8, 0.552, 472
2024/06/24, 0.5, 3.63, 1.35, 0.95, 1.8, 0.586, 473
2024/06/25, 0.93, 5.55, 2.6, 2.02, 3.15, 0.833, 476
2024/06/26, 2.78, 14.15, 6.6, 4.63, 8.63, 2.476, 475
2024/06/27, 0, 4.2, 0.8, 0.4, 1.4, 0.806, 475
2024/06/28, 0.2, 2.67, 1, 0.7, 1.3, 0.452, 476
2024/06/29, 0.3, 25.95, 1.3, 0.85, 3.4, 4.335, 474
2024/06/30, 0.2, 8.9, 1.75, 0.7, 3.4, 1.812, 476
2024/07/01, 0, 4.34, 0.8, 0.4, 1.33, 0.708, 466
2024/07/02, 0.1, 5.03, 1.3, 0.74, 2.58, 1.171, 472
2024/07/03, 0.1, 2.6, 0.5, 0.4, 0.75, 0.375, 474
2024/07/04, 0.32, 4.88, 1.3, 1, 1.8, 0.642, 477
2024/07/05, 0.3, 4.65, 0.9, 0.68, 1.2, 0.533, 475
2024/07/06, 0.13, 2.17, 0.6, 0.4, 0.8, 0.326, 475
2024/07/07, 0.1, 3.42, 0.56, 0.4, 0.95, 0.448, 475
2024/07/08, 0.1, 2.9, 0.5, 0.4, 0.68, 0.336, 475
2024/07/09, 0.3, 9.44, 1.45, 0.98, 2.33, 1.21, 475
2024/07/10, 0, 8.69, 0.22, 0.13, 0.43, 1.578, 477
2024/07/11, 0.3, 2.95, 1, 0.82, 1.23, 0.388, 473
2024/07/12, 0.2, 3.47, 0.59, 0.4, 1.1, 0.581, 476
2024/07/13, 1, 6.35, 2.78, 2.17, 3.3, 0.84, 475
2024/07/14, 0.85, 7.97, 2.5, 1.73, 3.7, 1.347, 475
2024/07/15, 1.2, 17.73, 3.4, 2.65, 4.68, 3.553, 475
2024/07/16, 0.68, 20.14, 6.53, 2.59, 14.63, 6.07, 476
2024/07/17, 0.4, 3.03, 1.2, 0.93, 1.6, 0.478, 476
2024/07/18, 0.3, 3.95, 1.48, 0.77, 2.33, 0.85, 475
2024/07/19, 0.2, 3.97, 0.77, 0.5, 1.02, 0.466, 468
2024/07/20, 0.05, 2.9, 0.52, 0.3, 0.82, 0.502, 474
2024/07/21, 0.2, 2.17, 0.73, 0.6, 0.9, 0.262, 476
2024/07/22, 0.2, 7.32, 1.2, 0.68, 1.88, 1.518, 471
2024/07/23, 0.5, 20.52, 1.2, 0.82, 5.95, 3.104, 474
2024/07/24, 0, 7.18, 0.85, 0.56, 1.4, 0.708, 475
2024/07/25, 0, 3, 0.95, 0.7, 1.33, 0.488, 473
2024/07/26, 0.3, 3.9, 1.02, 0.7, 1.4, 0.496, 473
2024/07/27, 0.4, 9.13, 1.2, 0.8, 1.66, 0.825, 473
2024/07/28, 0.4, 5.68, 0.9, 0.77, 1.58, 0.969, 476
2024/07/29, 0.7, 4.05, 1.23, 1.1, 1.48, 0.353, 471
2024/07/30, 0.2, 4.97, 1.5, 1.12, 1.92, 0.786, 456
2024/07/31, 0.88, 3.85, 1.98, 1.65, 2.49, 0.571, 448
2024/08/01, 0.52, 5.43, 3.16, 2.17, 3.58, 1.065, 462
2024/08/02, 0.4, 6.57, 3.6, 2.45, 4.09, 1.197, 468
2024/08/03, 0.4, 4.84, 1.77, 1, 2.58, 0.959, 468
2024/08/04, 0, 4.43, 1, 0.6, 1.67, 0.913, 451
2024/08/05, 0, 4, 0.2, 0.1, 0.3, 0.349, 448
2024/08/06, 0, 4.8, 0.82, 0.55, 1.23, 0.523, 459
2024/08/07, 0.1, 3.08, 1, 0.52, 1.3, 0.55, 447
2024/08/08, 0.03, 6.1, 1.02, 0.63, 1.52, 0.875, 463
2024/08/09, 0, 3.95, 1.42, 0.7, 2.09, 0.856, 449
2024/08/10, 0.65, 4.3, 2.04, 1.33, 2.7, 0.806, 447
2024/08/11, 0.5, 8.48, 1.52, 1.1, 1.98, 0.666, 470
2024/08/12, 0.3, 20.42, 1.58, 0.75, 2.29, 2.091, 448
2024/08/13, 0, 5.35, 1.3, 0.88, 1.77, 0.792, 457
2024/08/14, 0.8, 5.82, 1.6, 1.2, 2.5, 0.854, 445
2024/08/15, 0, 4.3, 0.9, 0.22, 1.35, 0.67, 422
2024/08/16, 0.4, 46.4, 1.1, 0.82, 1.4, 2.319, 394
2024/08/17, 0.7, 14.6, 2.09, 1.48, 2.85, 1.168, 448
2024/08/18, 0.82, 8.35, 4.97, 2.63, 6.1, 1.864, 454
2024/08/19, 0, 12.63, 4.95, 1.67, 9.18, 3.768, 455
2024/08/20, 0.32, 4.2, 0.85, 0.6, 1.3, 0.583, 451
2024/08/21, 0.1, 5.28, 1.29, 0.6, 2.08, 0.977, 444
2024/08/22, 0, 3.45, 1.35, 0.59, 1.73, 0.783, 449
2024/08/23, 0.2, 146.57, 0.7, 0.5, 0.95, 8.651, 451
2024/08/24, 0.1, 999.9, 0.98, 0.65, 2.33, 49.209, 450
2024/08/25, 0, 7.5, 1.23, 0.6, 1.82, 1.287, 448
2024/08/26, 0.2, 133.1, 0.85, 0.5, 3.98, 7.692, 452
2024/08/27, 0, 7.3, 0.45, 0.2, 1.05, 0.951, 447
2024/08/28, 0, 2.5, 0.9, 0.5, 1.2, 0.468, 454
2024/08/29, 0.6, 14.8, 1.7, 1.24, 7.32, 4.13, 457
2024/08/30, 5, 18.17, 8.93, 7.38, 11.07, 2.727, 451
2024/08/31, 5.9, 18.82, 11.9, 9.32, 13.56, 2.597, 453
2024/09/01, 1.63, 13.48, 5.5, 3.34, 8.65, 3.093, 453
2024/09/02, 0.2, 21.55, 2.31, 0.94, 11.3, 5.719, 452
2024/09/03, 0.17, 4.84, 1.8, 1.12, 2.45, 0.886, 451
2024/09/04, 0.65, 7.28, 1.75, 1.38, 2.4, 0.815, 446
2024/09/05, 0.98, 10.73, 2.75, 2.15, 4.09, 1.74, 460
2024/09/06, 6.07, 27.27, 16.35, 13.3, 18.5, 3.993, 451
2024/09/07, 10.27, 37.4, 16.63, 13.18, 23.75, 6.02, 399
2024/09/08, 0.4, 29.83, 6.6, 4.82, 12.78, 6.607, 448
2024/09/09, 0.2, 3.9, 0.8, 0.56, 2.06, 0.9, 456
2024/09/10, 0.08, 3.38, 0.52, 0.38, 0.84, 0.454, 437
2024/09/11, 0, 1.95, 0.3, 0.2, 0.5, 0.255, 460
2024/09/12, 0.1, 2.08, 0.4, 0.3, 0.52, 0.253, 457
2024/09/13, 0.2, 3.1, 0.8, 0.55, 1.08, 0.426, 431
2024/09/14, 0, 11.73, 0.6, 0.25, 1.02, 0.978, 464
2024/09/15, 0.3, 2.35, 0.8, 0.63, 1, 0.315, 448
2024/09/16, 0.28, 19.77, 1.05, 0.75, 1.35, 0.989, 464
2024/09/17, 0.38, 2.97, 0.73, 0.6, 1.12, 0.43, 448
2024/09/18, 0.47, 18.77, 2.17, 1.5, 3.26, 1.779, 452
2024/09/19, 0.68, 9.65, 2.67, 1.6, 4.18, 1.904, 455
2024/09/20, 2.6, 29.67, 10.55, 5.18, 16.05, 6.793, 455
2024/09/21, 6.07, 25.58, 16.2, 12.4, 18.67, 4.177, 461
2024/09/22, 6.35, 21.05, 8.98, 7.93, 11.65, 2.746, 457
2024/09/23, 11.38, 26.15, 16.55, 14.05, 19.77, 3.465, 457
2024/09/24, 0, 25.58, 3.16, 0.2, 14.14, 8.074, 448
2024/09/25, 0.1, 2.04, 0.5, 0.32, 0.69, 0.284, 452
2024/09/26, 0.2, 3.15, 0.8, 0.52, 1.25, 0.55, 462
2024/09/27, 0, 1.85, 0.3, 0.2, 0.5, 0.273, 341
2024/09/28, 0.1, 5.97, 0.47, 0.3, 0.69, 0.711, 320
2024/09/29, 0.2, 7.1, 0.7, 0.45, 1.38, 0.661, 468
2024/09/30, 0.85, 6.97, 3.13, 2.08, 4.07, 1.296, 462
2024/10/01, 1.88, 6.65, 3.75, 3.13, 4.45, 0.917, 459
2024/10/02, 0.47, 11.43, 1.58, 1, 2.42, 1.141, 458
2024/10/03, 0.47, 6.93, 1.77, 1, 3, 1.423, 456
2024/10/04, 0.25, 4.22, 1.35, 0.95, 2, 0.744, 467
2024/10/05, 0.3, 11.95, 2.42, 1.3, 5.38, 2.635, 463
2024/10/06, 2.9, 19.27, 6.53, 4.88, 8.27, 3.207, 451
2024/10/07, 0.9, 24.6, 2.38, 1.8, 5.6, 3.476, 459
2024/10/08, 0.45, 12.55, 1.73, 1.2, 2.8, 1.956, 455
2024/10/09, 0, 2.52, 0.63, 0.3, 1.1, 0.537, 456
2024/10/10, 0.1, 6.55, 0.68, 0.5, 0.9, 0.497, 451
2024/10/11, 0.1, 1.88, 0.5, 0.3, 0.65, 0.268, 460
2024/10/12, 0, 34.2, 0.3, 0.2, 0.4, 1.811, 467
2024/10/13, 0.1, 11.27, 0.5, 0.3, 0.82, 0.867, 457
2024/10/14, 0.1, 999.9, 1.02, 0.5, 1.6, 46.903, 459
2024/10/15, 1.48, 18.8, 6.09, 4.2, 9.49, 4.45, 452
2024/10/16, 0.35, 17.89, 2.66, 1, 6.03, 4.542, 466
2024/10/17, 0.3, 4.18, 1.1, 0.9, 1.48, 0.594, 457
2024/10/18, 0, 5.3, 0.85, 0.4, 1.35, 0.666, 466
2024/10/19, 0.03, 32.6, 2.4, 1.88, 2.95, 3.228, 454
2024/10/20, 0, 7.9, 2.22, 1.64, 3.16, 1.342, 461
2024/10/21, 0.38, 10.02, 1.62, 1.2, 2.17, 0.831, 468
2024/10/22, 0.2, 3.72, 1.6, 1.23, 2.04, 0.577, 454
2024/10/23, 0.4, 11.73, 0.95, 0.79, 1.17, 0.644, 468
2024/10/24, 0.4, 6.43, 1.24, 0.97, 2, 1.205, 456
2024/10/25, 3.9, 27.63, 17.63, 14.59, 20.58, 5.684, 424
2024/10/26, 0.1, 14.6, 1.73, 1.1, 3.59, 4.078, 453
2024/10/27, 0, 6.25, 1.2, 0.4, 1.6, 0.813, 450
2024/10/28, 0, 4.09, 0.17, 0.1, 1, 0.81, 445
2024/10/29, 0, 9.19, 0.2, 0.1, 0.3, 0.474, 465
2024/10/30, 0, 1.9, 0.5, 0.3, 0.75, 0.341, 455
2024/10/31, 0, 1.23, 0.3, 0.2, 0.5, 0.258, 460
2024/11/01, 0.1, 3.42, 0.7, 0.4, 1.23, 0.556, 458
2024/11/02, 0, 14.38, 3.51, 0.5, 7.21, 3.549, 456
2024/11/03, 0, 5.2, 0.3, 0.2, 0.79, 1.104, 437
2024/11/04, 1.4, 19.13, 5.68, 4.42, 12.6, 4.915, 425
2024/11/05, 7.72, 48.22, 16.55, 14.85, 20.5, 4.555, 366
2024/11/06, 0.6, 24.42, 2.85, 1.74, 9.22, 4.838, 348
2024/11/07, 0.5, 11.7, 2.9, 1.92, 5.01, 2.183, 433
2024/11/08, 4.7, 27.13, 11.13, 8.9, 16.47, 4.739, 373
2024/11/09, 1.55, 23.92, 17.5, 15.49, 19.04, 5.142, 341
2024/11/10, 0.17, 18.02, 3.2, 1.9, 8.68, 5.156, 328
2024/11/11, 1.08, 12.48, 2.5, 2.1, 3.03, 0.924, 366
2024/11/12, 0.7, 29.85, 1.72, 1.33, 2.22, 3.8, 280
2024/11/13, 0.1, 4, 0.56, 0.3, 1.2, 0.653, 318
2024/11/14, 0.3, 9.73, 1.02, 0.72, 1.6, 1.194, 316
2024/11/15, 0, 1.4, 0.2, 0.1, 0.4, 0.263, 433
2024/11/16, 0.1, 20.95, 1.35, 0.8, 2.33, 1.443, 455
2024/11/17, 0.1, 5.43, 0.82, 0.4, 1.76, 1.004, 456
2024/11/18, 0.2, 28.9, 1.1, 0.6, 3.65, 2.973, 421
2024/11/19, 0.2, 2.9, 0.75, 0.6, 1, 0.345, 397
2024/11/20, 0.1, 4.53, 0.56, 0.35, 0.8, 0.487, 380
2024/11/21, 0.05, 3.38, 0.3, 0.22, 0.45, 0.275, 367
2024/11/22, 0.1, 7.38, 0.32, 0.21, 0.76, 0.98, 385
2024/11/23, 0.2, 29.55, 3.7, 1.2, 7.15, 4.118, 283
2024/11/24, 0, 6.25, 2, 1.14, 2.91, 1.178, 368
2024/11/25, 0.1, 3.13, 1.09, 0.8, 1.42, 0.586, 372
2024/11/26, 0.1, 12.55, 0.7, 0.38, 2.75, 2.484, 474
2024/11/27, 0.1, 15.5, 0.75, 0.5, 1.1, 0.911, 475
2024/11/28, 0.2, 12.35, 1.3, 0.81, 5.12, 2.752, 476
2024/11/29, 0.2, 21.4, 3.25, 1.7, 4.98, 2.152, 477
2024/11/30, 0, 24.65, 0.6, 0.2, 1.2, 1.399, 477
2024/12/01, 0.1, 13.68, 0.6, 0.4, 1, 1.235, 477
